model_type,epoch,opt,lr,hidden_size,batch_size,pooling_style,time_value,acc,call_back,loss,precision
lstm,5,adam,0.001,128,128,last,3,0.6658322903629537,0.036616161616161616,0.5852712686856588,0.43283582089552236
lstm,5,adam,0.001,512,128,avg,11,0.8856904463913224,0.7954545454545454,0.2843474415938059,0.8490566037735849
lstm,5,adam,0.001,512,128,max,11,0.8898623279098874,0.8080808080808081,0.22605041523774466,0.851063829787234
lstm,5,adam,0.001,512,128,last,11,0.6612432206925324,0.04924242424242424,0.5789101441701253,0.3979591836734694
lstm,5,sgd,0.1,128,128,avg,3,0.6737588652482269,0.012626262626262626,0.5981639011700948,1.0
lstm,5,sgd,0.1,128,128,max,3,0.838130997079683,0.648989898989899,0.4085315310955048,0.8237179487179487
lstm,5,sgd,0.1,128,128,last,3,0.6695869837296621,0.0,0.6284813276926676,0.0
lstm,5,sgd,0.1,512,128,avg,11,0.7964121818940342,0.4898989898989899,0.48790648182233176,0.8220338983050848
lstm,5,sgd,0.1,512,128,max,11,0.8748435544430538,0.7714646464646465,0.3499318222204844,0.836986301369863
lstm,5,sgd,0.1,512,128,last,11,0.6675010429703796,0.012626262626262626,0.6129107618331909,0.4
lstm,5,sgd,0.001,128,128,avg,3,0.6695869837296621,0.0,0.671483584245046,0.0
lstm,5,sgd,0.001,128,128,max,3,0.6695869837296621,0.0,0.6332870276769003,0.0
lstm,5,sgd,0.001,128,128,last,3,0.6654151022110972,0.003787878787878788,0.6695731774965922,0.1875
lstm,5,sgd,0.001,512,128,avg,11,0.6695869837296621,0.0,0.669495857556661,0.0
lstm,5,sgd,0.001,512,128,max,11,0.6695869837296621,0.0,0.6255322265625,0.0
lstm,5,sgd,0.001,512,128,last,11,0.6675010429703796,0.003787878787878788,0.6640197006861369,0.2727272727272727
lstm,15,adam,0.1,128,128,avg,10,0.7676261994159366,0.6767676767676768,0.4997623109817505,0.6403823178016727
lstm,15,adam,0.1,128,128,max,10,0.7067167292448895,0.1452020202020202,0.689592349131902,0.8156028368794326
lstm,15,adam,0.1,128,128,last,10,0.574468085106383,0.3977272727272727,0.7360065841674804,0.36713286713286714
lstm,15,adam,0.1,512,128,avg,34,0.8143512724238632,0.6704545454545454,0.4639016596476237,0.7426573426573426
lstm,15,adam,0.1,512,128,max,34,0.769712140175219,0.3712121212121212,1.1432801330089568,0.8448275862068966
lstm,15,adam,0.1,512,128,last,34,0.6203587818105966,0.11868686868686869,1.6645858414967856,0.30718954248366015
lstm,15,adam,0.001,128,128,avg,10,0.8781810596579057,0.7436868686868687,0.25799816568692524,0.8687315634218289
lstm,15,adam,0.001,128,128,max,10,0.8727576136837714,0.8068181818181818,0.16374415397644043,0.8078381795195955
lstm,15,adam,0.001,128,128,last,10,0.6666666666666666,0.05176767676767677,0.5675922393798828,0.4606741573033708
lstm,15,adam,0.001,512,128,avg,34,0.869837296620776,0.7941919191919192,0.23536373992760976,0.8084832904884319
lstm,15,adam,0.001,512,128,max,34,0.8735919899874843,0.7790404040404041,0.04814844566086928,0.8281879194630872
lstm,15,adam,0.001,512,128,last,34,0.6649979140592407,0.06313131313131314,0.5637429157892863,0.45045045045045046
lstm,15,sgd,0.1,128,128,avg,10,0.8306216103462661,0.6388888888888888,0.44146392703056336,0.8083067092651757
lstm,15,sgd,0.1,128,128,max,10,0.8740091781393409,0.7361111111111112,0.3270721165339152,0.8624260355029586
lstm,15,sgd,0.1,128,128,last,10,0.670421360033375,0.017676767676767676,0.6091661794980368,0.5384615384615384
lstm,15,sgd,0.1,512,128,avg,33,0.8639966624947851,0.7171717171717171,0.3638751661777496,0.8477611940298507
lstm,15,sgd,0.1,512,128,max,33,0.8890279516061744,0.8169191919191919,0.26852715690930684,0.8424479166666666
lstm,15,sgd,0.1,512,128,last,33,0.6649979140592407,0.047979797979797977,0.5896768808364868,0.4367816091954023
lstm,15,sgd,0.001,128,128,avg,10,0.6695869837296621,0.0,0.6520476698875427,0.0
lstm,15,sgd,0.001,128,128,max,10,0.6695869837296621,0.0,0.6260478615760803,0.0
lstm,15,sgd,0.001,128,128,last,10,0.6687526074259491,0.0,0.6501852424939474,0.0
lstm,15,sgd,0.001,512,128,avg,33,0.6695869837296621,0.0,0.644639166990916,0.0
lstm,15,sgd,0.001,512,128,max,33,0.6695869837296621,0.0,0.6111127265294393,0.0
lstm,15,sgd,0.001,512,128,last,33,0.6691697955778055,0.0,0.6492385292053222,0.0
gru,5,adam,0.1,128,128,avg,3,0.7346683354192741,0.4154040404040404,0.5718831046422322,0.6553784860557769
gru,5,adam,0.1,128,128,max,3,0.6766791823112224,0.07449494949494949,0.748723812898,0.5841584158415841
gru,5,adam,0.1,128,128,last,3,0.6270337922403004,0.2967171717171717,0.8761645634969075,0.41083916083916083
gru,5,adam,0.1,512,128,avg,9,0.7605340008343763,0.6805555555555556,0.6175897443294525,0.6267441860465116
gru,5,adam,0.1,512,128,max,9,0.670421360033375,0.0025252525252525255,3.416570893128713,1.0
gru,5,adam,0.1,512,128,last,9,0.5686274509803921,0.40025252525252525,2.229984966913859,0.3618721461187215
gru,5,adam,0.001,128,128,avg,3,0.8781810596579057,0.7626262626262627,0.31045602083206175,0.8531073446327684
gru,5,adam,0.001,128,128,max,3,0.8898623279098874,0.7727272727272727,0.27277204632759094,0.8793103448275862
gru,5,adam,0.001,128,128,last,3,0.6620775969962454,0.03282828282828283,0.5902044208844502,0.37142857142857144
gru,5,adam,0.001,512,128,avg,9,0.8865248226950354,0.7916666666666666,0.2880524770418803,0.8542234332425068
gru,5,adam,0.001,512,128,max,9,0.8748435544430538,0.7840909090909091,0.190569629073143,0.828
gru,5,adam,0.001,512,128,last,9,0.6524822695035462,0.08964646464646464,0.5852212119102478,0.3879781420765027
gru,5,sgd,0.1,128,128,avg,3,0.7797246558197747,0.4356060606060606,0.5167301694552103,0.8098591549295775
gru,5,sgd,0.1,128,128,max,3,0.8531497705465165,0.7386363636363636,0.37734062314033506,0.8013698630136986
gru,5,sgd,0.1,128,128,last,3,0.6629119732999583,0.010101010101010102,0.6199583506584168,0.25
gru,5,sgd,0.1,512,128,avg,8,0.8397997496871089,0.6388888888888888,0.4145529536406199,0.8377483443708609
gru,5,sgd,0.1,512,128,max,8,0.8819357530246141,0.7853535353535354,0.31468184749285383,0.8462585034013606
gru,5,sgd,0.1,512,128,last,8,0.6554025865665415,0.05555555555555555,0.6030934882164002,0.36065573770491804
gru,5,sgd,0.001,128,128,avg,3,0.6666666666666666,0.011363636363636364,0.6791059978802999,0.36
gru,5,sgd,0.001,128,128,max,3,0.6695869837296621,0.0,0.6272293933232626,0.0
gru,5,sgd,0.001,128,128,last,3,0.6278681685440134,0.05176767676767677,0.6703961269060771,0.22527472527472528
gru,5,sgd,0.001,512,128,avg,8,0.6695869837296621,0.0,0.6510367004076639,0.0
gru,5,sgd,0.001,512,128,max,8,0.6695869837296621,0.0,0.6134357142448426,0.0
gru,5,sgd,0.001,512,128,last,8,0.6299541093032958,0.04292929292929293,0.6592430146535238,0.2085889570552147
gru,15,adam,0.1,128,128,avg,9,0.7171464330413017,0.6565656565656566,0.6085201664765676,0.5615550755939525
gru,15,adam,0.1,128,128,max,9,0.6695869837296621,0.003787878787878788,0.8216066320737203,0.5
gru,15,adam,0.1,128,128,last,9,0.5878181059657905,0.4027777777777778,0.9930563386281331,0.3824940047961631
gru,15,adam,0.1,512,128,avg,27,0.6975385899040467,0.09848484848484848,0.5772882231076558,0.8764044943820225
gru,15,adam,0.1,512,128,max,27,0.6695869837296621,0.0,5.566752314567566,0.0
gru,15,adam,0.1,512,128,last,27,0.6070087609511889,0.25252525252525254,3.0574574120839437,0.36363636363636365
gru,15,adam,0.001,128,128,avg,9,0.8744263662911973,0.7992424242424242,0.25256924748420717,0.8167741935483871
gru,15,adam,0.001,128,128,max,9,0.8639966624947851,0.8194444444444444,0.12184607724348705,0.7800480769230769
gru,15,adam,0.001,128,128,last,9,0.6604088443888193,0.059343434343434344,0.5687009978294373,0.4051724137931034
gru,15,adam,0.001,512,128,avg,27,0.867334167709637,0.7411616161616161,0.24261392136414847,0.8385714285714285
gru,15,adam,0.001,512,128,max,27,0.8606591572799333,0.7588383838383839,0.02428831269343694,0.8077956989247311
gru,15,adam,0.001,512,128,last,27,0.6612432206925324,0.06313131313131314,0.5714316066106161,0.4166666666666667
gru,15,sgd,0.1,128,128,avg,9,0.8485607008760951,0.6464646464646465,0.39002624988555906,0.8605042016806723
gru,15,sgd,0.1,128,128,max,9,0.8735919899874843,0.7904040404040404,0.29006976664066314,0.8204456094364351
gru,15,sgd,0.1,128,128,last,9,0.6633291614518148,0.03409090909090909,0.602186787923177,0.391304347826087
gru,15,sgd,0.1,512,128,avg,26,0.8731748018356279,0.7462121212121212,0.33361769914627076,0.8515850144092219
gru,15,sgd,0.1,512,128,max,26,0.8769294952023362,0.8143939393939394,0.2004862944285075,0.8133669609079445
gru,15,sgd,0.1,512,128,last,26,0.6599916562369629,0.045454545454545456,0.5881253067652384,0.37894736842105264
gru,15,sgd,0.001,128,128,avg,9,0.6695869837296621,0.0,0.634845712184906,0.0
gru,15,sgd,0.001,128,128,max,9,0.6695869837296621,0.0,0.6174456890424093,0.0
gru,15,sgd,0.001,128,128,last,8,0.6679182311222361,0.005050505050505051,0.6416254568099976,0.3333333333333333
gru,15,sgd,0.001,512,128,avg,26,0.6695869837296621,0.0,0.6243801832199096,0.0
gru,15,sgd,0.001,512,128,max,26,0.6775135586149353,0.027777777777777776,0.5828759090105693,0.88
gru,15,sgd,0.001,512,128,last,26,0.6679182311222361,0.005050505050505051,0.6377335198720296,0.3333333333333333
